ID,IV,A,TR,QV,SO,F3,F6,F9,S1,S3,S6,S7,S9,PI,PP,P6,P12,RF1,RF2,RF3,RF4,RF5,Target
1112770,141,23,8,1,0,0,0,0,11,36,82,27,138,0,0,0.08,0.05,0,0,1,1,0,0
1590196,5,1,8,0,0,0,3,6,1,3,5,27,12,0,0,0.71,0.75,0,0,0,1,0,0
1971917,93,0,4,20,0,0,0,0,0,30,34,27,64,0,0,0.73,0.78,0,0,0,1,0,0
1195667,9,5,8,0,0,51,71,121,1,51,70,27,91,0,0,0.96,0.98,0,0,0,1,0,1
2278739,43,1,8,0,0,0,0,0,0,1,1,27,1,0,0,0.83,0.92,0,0,0,1,0,0
2074588,14,2,8,0,0,0,0,0,0,0,1,27,1,0,0,0.91,0.94,0,0,0,1,0,0
2958483,51,30,12,17,0,70,140,196,21,74,150,27,225,0,0,1,0.99,0,0,0,1,0,0
2210387,155,4,52,0,0,0,0,0,5,9,20,27,29,0,0,0.93,0.97,1,0,0,1,0,0
1893120,42,17,8,1,0,28,58,88,3,22,54,27,85,0,0,0.97,0.93,0,0,0,1,0,0
2064056,0,0,8,0,0,2,3,4,2,2,3,27,5,0,0,0,0,0,0,0,1,0,1
2036654,15,8,8,0,0,8,26,38,2,10,13,27,36,0,0,0.81,0.82,0,0,0,1,0,0
3036682,33,4,10,0,0,0,40,40,0,19,37,27,54,0,0,0.77,0.84,0,0,0,1,0,0
2157945,4,0,8,0,0,89,188,269,16,70,123,27,186,0,16,0.7,0.74,0,0,1,1,0,1
2824841,1,0,8,1,0,4,5,6,2,2,9,27,14,0,0,1,0.99,0,0,0,1,0,0
1522678,-7,14,8,0,7,76,76,85,29,38,79,27,119,0,0,0.74,0.74,0,0,0,1,0,1
1286730,-18,2,8,2,18,33,39,48,5,13,24,27,38,0,0,0.43,0.46,0,0,0,1,0,1
1589402,35,2,8,0,0,0,40,60,11,25,38,27,61,0,0,0.98,0.79,0,0,0,1,0,1
2171688,4,2,3,0,0,0,0,0,3,11,11,27,11,0,0,0.41,0.46,0,0,0,1,0,1
1879069,10,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.44,0.69,0,0,0,1,0,0
1844509,164,60,8,7,0,174,342,462,54,159,404,27,592,0,0,0.99,0.99,0,0,0,1,0,0
2978247,2,0,2,0,0,20,40,50,10,18,24,27,32,0,0,0.66,0.64,0,0,0,1,0,1
1634798,6,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.86,0.84,0,0,0,1,0,0
1544431,0,0,8,0,0,3,5,6,2,3,5,27,6,0,0,0,0,0,0,0,1,0,0
2303299,10,1,2,0,0,0,6,12,1,6,20,27,27,0,0,0.85,0.77,0,0,0,1,0,1
1557009,250,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.91,0.9,0,0,0,1,0,0
1558803,87,40,2,0,0,100,180,280,25,90,181,27,281,0,0,0.84,0.76,0,0,0,1,0,0
1676145,184,2,NA,0,0,0,0,0,0,2,6,27,12,0,0,-99,-99,1,0,0,0,0,0
3272328,13,0,8,0,0,5,15,20,4,8,15,27,28,0,0,0.94,0.97,0,0,0,1,0,0
1208981,20,0,NA,0,0,0,0,0,0,0,1,27,1,0,0,-99,-99,1,0,0,1,0,0
1107278,4,1,2,0,0,0,0,0,2,5,5,27,5,0,0,0.69,0.68,0,0,0,1,0,1
1210346,0,1,12,0,0,8,12,20,1,5,10,27,14,0,0,0.82,0.79,0,0,0,1,0,1
3014981,7,0,2,0,0,4,8,16,0,1,1,27,1,0,0,0.98,0.98,0,0,0,1,0,0
1800444,0,11,2,0,0,146,186,186,2,6,6,27,6,0,0,0.1,0.05,1,0,1,1,0,1
1796670,0,0,2,0,0,11,11,11,0,0,0,27,0,0,0,0.17,0.17,1,0,0,0,0,1
2057644,0,2,8,0,0,12,21,28,3,9,17,27,22,0,0,0.99,0.98,0,0,0,1,0,1
3100900,15,0,8,0,0,0,0,0,1,3,8,27,10,0,0,1,0.97,0,0,0,1,0,0
1296974,2,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.46,0.35,0,0,0,1,0,1
1244668,-10,108,8,0,11,466,598,730,61,170,360,27,554,0,40,0.47,0.47,1,0,0,1,0,1
1223490,542,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.98,0,0,0,1,0,0
1738368,230,17,8,0,0,0,0,0,4,5,15,27,19,0,0,0.94,0.79,0,0,0,1,0,0
2989210,-10,15,8,0,10,27,36,45,5,11,23,27,32,0,0,0.77,0.76,0,0,0,1,0,1
1980815,126,0,2,0,0,0,0,0,10,33,63,27,94,0,0,0.48,0.32,0,0,0,1,0,0
1257803,467,60,8,32,0,0,0,1300,68,254,407,27,513,0,0,0.97,0.91,0,0,0,1,0,0
1502781,124,125,8,16,0,167,266,431,76,184,322,27,447,0,0,0.97,0.98,0,0,0,1,0,1
1469003,4,0,8,0,0,26,44,62,9,14,23,27,41,0,0,0.51,0.53,1,0,0,1,0,1
3211639,3,2,8,0,0,0,0,1,0,0,1,27,2,0,0,0.97,0.98,0,0,0,1,0,0
1171981,2,0,2,0,0,0,0,0,1,2,2,27,2,0,0,0.56,0.56,1,0,0,1,0,0
1995790,124,0,3,0,0,0,0,0,2,3,5,27,6,0,0,0.99,0.99,0,0,0,1,0,0
1144959,2,2,8,0,0,26,39,39,4,7,18,27,28,0,0,0.73,0.77,0,0,0,1,0,1
1480963,0,1,9,0,0,2,3,4,0,1,2,27,4,0,0,0.87,0.72,0,0,0,1,0,1
2144483,205,98,8,55,0,120,234,386,53,168,331,27,459,0,0,0.9,0.87,0,0,0,1,0,0
1227827,9,1,8,0,0,0,0,0,0,0,1,27,1,0,0,0.43,0.46,1,0,0,1,0,0
3022867,89,11,8,0,0,23,59,95,27,70,142,27,231,0,0,0.91,0.92,0,0,0,1,0,0
1302991,1,18,12,0,0,61,86,122,20,51,89,27,111,0,0,0.82,0.79,0,0,0,1,0,1
2012293,131,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.93,0.89,0,0,0,1,0,0
2900290,0,3,2,0,0,20,44,72,20005,20033,20065,27,20085,0,0,0.98,0.98,0,0,0,1,0,1
1607870,0,0,8,0,0,7,7,7,0,1,4,27,4,0,5,0.42,0.36,0,0,0,1,0,1
1332278,2,0,8,0,0,0,0,0,0,3,5,27,11,0,0,0.91,0.93,1,0,0,1,0,0
1619036,20,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.89,0.93,0,0,0,1,0,0
1502131,11,0,8,0,0,24,40,56,9,19,33,27,43,0,0,0.99,0.99,0,0,0,1,0,1
1372552,2271,583,2,391,0,1512,4088,6776,1133,2561,4414,27,6488,0,0,0.96,0.98,0,0,0,1,0,0
1351405,646,79,8,13,0,0,0,1000,71,218,506,27,707,0,0,1,0.99,0,0,0,1,0,0
2148685,13,1,9,0,0,0,0,0,0,0,1,27,2,0,0,0.54,0.47,0,0,0,1,0,0
1876082,91,0,52,0,0,0,0,0,0,2,9,27,15,0,0,0.86,0.88,1,0,0,1,0,0
1170794,5,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.69,0.68,0,0,0,1,0,0
2214810,14,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0.37,0.36,0,0,0,1,0,0
1943696,11,3,8,0,0,0,0,0,1,5,11,27,26,0,0,0.66,0.69,0,0,0,1,0,1
1888271,31,0,12,0,0,0,0,0,0,0,1,27,4,0,0,0.86,0.94,0,0,1,1,0,0
1666650,0,0,2,0,0,3,3,3,0,0,0,27,0,0,0,1,0.99,1,0,0,1,0,0
1586654,1,2,12,0,0,43,57,71,9,23,40,27,52,0,0,0.78,0.78,0,0,1,1,0,1
2933228,8,1,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
1996609,39,0,9,0,0,0,0,0,0,4,7,27,13,0,0,0.86,0.84,0,0,0,1,0,0
1659496,-1,8,8,1,2,15,15,15,1,7,30,27,35,0,0,0.33,0.57,0,0,0,1,0,1
3227725,7,2,12,0,0,0,0,4,1,3,4,27,9,0,0,0.73,0.79,0,0,0,1,0,0
1988511,3,8,8,0,0,17,35,44,3,15,25,27,40,0,0,0.79,0.89,0,0,0,1,0,0
1884284,69,75,2,5,0,324,554,838,78,233,467,27,674,0,24,0.5,0.53,0,0,0,1,0,0
2855576,42,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.84,0.86,0,0,0,1,0,0
1912559,3,0,2,0,0,0,0,2,1,1,5,27,5,0,0,0.92,0.94,0,0,0,1,0,0
3128279,12,0,12,0,0,0,0,0,0,0,2,27,5,0,0,0.99,0.99,0,0,0,1,0,0
1366265,0,1,16,0,0,15,15,15,0,0,0,27,0,0,0,0.8,0.77,0,0,0,1,0,0
2015304,5,1,2,0,0,0,0,0,1,4,7,27,7,0,0,0.79,0.38,1,0,0,1,0,0
1853992,0,1,8,0,0,2,3,5,1,2,3,27,3,0,0,0.81,0.82,0,0,0,1,0,1
1902093,0,1,8,0,0,10,14,20,5,9,12,27,22,0,0,0.84,0.82,0,0,0,1,0,1
3111934,6,0,8,0,0,0,2,4,1,4,8,27,8,0,0,0.83,0.85,0,0,0,1,0,0
1977158,0,0,17,0,0,0,0,0,0,0,0,27,0,0,0,1,1,0,0,0,1,0,0
3011317,-47,23,8,0,82,175,223,271,35,79,181,27,256,0,0,0.08,0.08,1,0,0,1,0,0
1597085,0,0,2,0,0,2,2,2,0,0,0,27,0,0,0,0.63,0.72,1,0,0,1,0,0
2926789,60,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
1247287,85,3,8,1,0,98,98,98,86,159,228,27,272,0,0,0.93,0.86,0,0,0,1,0,0
2180117,80,0,8,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
2234426,47,12,8,4,0,0,40,40,5,28,49,27,65,0,0,0.86,0.68,0,0,0,1,0,0
3126757,0,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.94,0.83,0,0,0,1,0,0
1281420,45,23,10,1,0,12,32,52,11,29,63,27,89,0,0,0.89,0.9,0,0,0,1,0,0
2039948,7,5,6,0,0,8,16,24,2,5,16,27,35,0,0,0.78,0.78,0,0,0,1,0,1
1246762,5,1,9,0,0,0,0,0,0,0,0,27,0,0,0,0.69,0.68,0,0,0,1,0,0
1590098,29,3,2,0,0,0,12,24,4,11,25,27,47,0,0,1,1,0,0,0,1,0,0
1370805,433,0,3,0,0,0,0,0,0,3,6,27,7,0,0,0.99,0.98,0,0,0,1,0,0
3192647,7,0,9,8,0,10,20,30,3,10,17,27,26,0,0,0.85,0.82,0,0,0,1,0,0
1948800,28576,3390,8,180,0,0,18145,32490,2550,9898,23275,27,42656,0,0,0.98,0.99,0,0,0,1,0,1
3032776,4,0,8,0,0,0,0,1,0,1,3,27,4,0,0,1,0.97,0,0,0,1,0,0
3015022,5,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.77,0.73,0,0,0,1,0,0
2181126,51,0,2,0,0,0,0,0,1,4,6,27,19,0,0,0.99,0.97,0,0,0,1,0,0
1431236,8,1,4,0,0,0,0,0,5,7,10,27,10,0,0,0.68,0.66,1,0,0,1,0,0
1280724,0,2,4,0,0,5,6,6,0,0,0,27,0,0,0,0.69,0.68,1,0,1,1,0,0
1861699,32,0,8,30,0,0,0,0,2,15,27,27,39,0,0,0.98,0.99,0,0,0,1,0,0
1426225,-3,6,9,7,3,10,27,43,11,24,42,27,48,0,0,0.9,0.82,0,0,0,1,0,1
1439847,1,0,8,0,0,10,10,20,6,12,18,27,23,0,0,0,0,0,0,0,1,0,1
1604281,8,0,2,0,0,5,10,15,1,4,18,27,21,0,0,0.8,0.82,0,0,0,1,0,0
2075762,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.94,0.97,0,0,0,1,0,0
1763537,15,1,2,0,0,0,0,0,1,2,3,27,8,0,0,1,0.87,1,0,1,1,0,0
1525528,0,0,2,18,0,0,0,2,0,8,8,27,8,0,0,1,0.99,1,0,0,1,0,0
1356140,8,0,8,0,0,7,13,22,7,13,23,27,37,0,0,0.82,0.88,0,0,0,1,0,0
3171727,-1,2,0,0,1,28,40,54,4,15,28,27,46,0,0,0,0,0,0,0,0,0,1
1104503,37,0,8,0,0,0,20,40,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
3191945,623,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.92,0.9,0,0,1,1,0,0
2218968,6,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.83,0.85,1,0,0,1,0,0
1363081,349,77,8,20,0,0,120,240,53,240,517,27,763,0,0,0.66,0.65,0,0,0,1,0,0
2138882,48,0,9,0,0,0,0,0,4,14,19,27,29,0,0,0.87,0.82,0,0,0,1,0,0
2183841,9,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.9,0.74,0,0,0,1,0,0
1366619,1,0,8,0,0,17,28,39,9,19,32,27,39,0,2,0.78,0.74,0,0,0,1,0,1
2205186,9,1,8,0,0,0,0,0,0,0,0,27,3,0,0,0.98,0.97,0,0,0,1,0,0
1237868,1,0,2,1,0,3,7,11,1,2,3,27,3,0,0,1,0.99,0,0,0,1,0,1
2081973,15,0,8,0,0,0,15,15,3,7,15,27,22,0,0,0.97,0.98,0,0,0,1,0,1
1300168,3,2,8,0,0,24,36,48,2,17,30,27,44,0,0,0.5,0.37,0,0,0,1,0,1
3241281,2,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.79,0,0,0,1,0,0
1491385,2700,0,4,0,0,0,0,0,14,45,67,27,90,0,0,-99,-99,0,0,0,1,0,0
1864530,106,48,2,67,0,130,230,330,47,142,259,27,404,0,10,0.86,0.88,0,0,0,1,0,0
1757258,8,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.51,0.47,1,0,1,1,0,0
1156545,132,30,8,2,0,0,0,0,9,26,48,27,64,0,0,1,1,0,0,0,1,0,0
1210089,26,1,2,0,0,0,0,0,2,2,8,27,8,0,0,1,0.99,0,0,0,1,0,0
1708190,19,92,2,0,28,400,480,560,212,363,625,27,895,0,80,0.06,0.03,0,0,0,1,0,1
1554557,138,29,2,17,0,72,191,310,42,139,281,27,469,0,0,0.91,0.91,0,0,0,1,0,0
2067244,2,1,8,0,0,1,2,3,0,1,3,27,3,0,0,0.5,0.46,0,0,0,1,0,0
1144883,3,0,12,23,0,50,100,150,29,52,69,27,89,0,0,0.82,0.79,0,0,0,1,0,1
1682900,22,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.85,0.56,0,0,0,1,0,0
1497857,0,16,4,0,0,0,9130,16500,0,8,8,27,8,0,0,1,1,0,0,0,1,0,1
1141874,3,0,9,0,0,0,0,1,1,1,3,27,9,0,0,0.99,0.98,0,0,0,1,0,1
1152442,33,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
2799210,191,0,4,0,0,0,0,0,1,2,5,27,8,0,0,0.73,0.78,0,0,1,1,0,0
1724724,75,7,16,0,0,0,0,0,4,11,26,27,36,0,0,0.41,0.47,0,0,1,1,0,0
1529569,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.77,0.62,0,0,0,1,0,0
1539958,108,47,8,44,0,48,140,236,42,132,282,27,430,0,0,0.92,0.94,0,0,0,1,0,0
1659320,240,140,8,22,0,360,684,1116,104,376,861,27,1183,0,0,0.13,0.09,0,0,1,1,0,0
2803639,4,0,8,1,0,3,5,6,1,2,5,27,10,0,0,0.84,0.86,0,0,0,1,0,0
1447644,350,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0.04,0,0,0,1,0,0
2242623,10,0,8,0,0,0,0,0,0,0,0,27,4,0,0,0.99,0.94,0,0,0,1,0,0
1515260,2,0,2,0,0,8,8,24,1,6,14,27,20,0,0,0.77,0.81,0,0,0,1,0,0
1202166,17,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.77,0.8,0,0,0,1,0,0
1761791,66,17,0,0,0,0,0,18,9,25,44,27,61,0,0,0,0,0,0,0,0,0,0
3060589,10,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.86,0.77,0,0,1,1,0,0
1871861,6,0,2,0,0,252,252,252,5,18,34,27,34,0,0,0.44,0.44,1,0,0,1,0,1
2147264,686,2,52,0,0,0,0,0,0,2,5,27,9,0,0,-99,-99,1,0,0,1,0,0
1687931,0,0,9,2,0,0,1,2,0,1,2,27,3,0,0,0.94,0.9,0,0,0,1,0,1
1189660,0,0,4,0,0,0,0,0,0,0,0,27,2,0,0,0.77,0.8,0,0,0,1,0,0
1588693,199,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.64,0,0,0,1,0,0
1283143,136,56,3,9,0,150,300,480,43,133,296,27,453,0,0,0.99,0.99,0,0,0,1,0,0
1338054,2,3,8,0,0,0,0,0,0,0,0,27,1,0,0,0.81,0.83,0,0,0,1,0,0
2074043,7,0,12,0,0,97,97,97,0,0,4,27,6,0,0,0.27,0.26,1,0,0,1,0,0
1741957,1,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.42,0.36,0,0,0,1,0,1
1405891,53,458,8,57,20,1711,2767,4359,476,1692,2951,27,3853,0,0,0.93,0.94,0,0,0,1,0,1
1309342,109,4,2,5,0,67,219,224,0,4,9,27,13,0,0,0.88,0.91,0,0,0,1,0,0
1325794,0,2,2,0,0,18,34,50,10,23,48,27,66,0,10,0.19,0.16,0,0,0,1,0,1
1297053,4,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.98,0.95,0,0,0,1,0,0
2053082,4,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.83,1,0,0,1,0,0
1156219,49,269,8,215,6,1000,1800,2400,481,884,1358,27,2116,0,200,0,0,0,0,1,1,0,1
2112368,233,49,8,3,0,155,263,371,38,154,298,27,427,0,0,0.79,0.84,0,0,0,1,0,0
1742643,5,0,8,0,0,0,0,0,2,4,5,27,8,0,0,0.88,0.91,0,0,0,1,0,0
1816392,1,15,8,1,0,104,104,104,0,6,11,27,18,0,0,0.95,0.97,0,0,1,1,0,1
1147056,13,1,8,0,0,0,0,0,2,18,41,27,59,0,0,0.97,0.97,0,0,0,1,0,1
1602386,0,0,2,0,0,8,8,8,0,2,4,27,5,0,0,0.51,0.47,0,0,0,1,0,1
1904331,63,13,NA,2,0,0,0,0,8,21,37,27,59,0,0,-99,-99,1,0,0,1,0,0
3260410,7,6,8,0,0,6,6,12,1,5,9,27,18,0,0,0.7,0.83,0,0,0,1,0,0
1725769,0,1,9,0,0,2,3,4,0,0,2,27,4,0,0,0.87,0.72,0,0,0,1,0,1
1487479,77,0,16,0,0,335,785,1199,129,355,611,27,779,0,0,0.96,0.96,0,0,0,1,0,1
2051228,3,4,9,0,0,43,63,83,2,15,38,27,54,0,0,0.43,0.45,0,0,0,1,0,1
2879246,-171,53,12,0,172,600,720,840,5,54,164,27,245,0,0,0,0,0,0,0,1,0,1
1455300,353,1,12,0,0,0,0,0,3,9,16,27,19,0,0,0.51,0.51,0,0,0,1,0,0
1804278,14,40,15,0,2,123,123,153,31,73,108,27,153,0,0,0.93,0.92,0,0,0,1,0,1
1281603,3,0,2,0,0,43,78,113,8,27,59,27,94,0,0,0.46,0.35,0,0,0,1,0,1
1911065,5,25,0,0,0,510,630,630,18,121,241,27,352,0,0,0,0,0,0,0,1,0,1
3171408,2,6,8,0,0,0,0,0,0,0,0,27,1,0,0,0.93,0.97,1,0,0,1,0,0
1401473,0,1,2,0,0,5,8,8,0,1,1,27,1,0,5,0.66,0.69,1,0,1,1,0,1
1462259,30,0,8,0,0,0,0,0,0,5,11,27,20,0,0,1,0.76,0,0,0,1,0,0
1847174,0,15,8,0,0,2833,4743,5751,1,1,3,27,7,0,0,0.8,0.8,0,0,0,1,0,1
1531103,-101,22,2,0,101,262,262,262,0,104,104,27,114,0,0,0,0,1,0,0,1,0,1
1813455,36,32,8,24,0,75,146,238,29,91,154,27,237,0,0,0.94,0.92,0,0,0,1,0,0
1362801,5,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.82,0,0,0,1,0,0
2815321,2,1,16,0,0,0,0,0,0,0,0,27,0,0,0,0.31,0.4,0,0,1,1,0,0
1652762,10,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0.98,0.98,0,0,0,1,0,0
2002435,-1,98,8,26,3,521,767,965,101,310,464,27,687,0,0,0.66,0.66,0,0,0,1,0,1
2916078,250,0,8,0,0,0,0,0,0,2,6,27,9,0,0,0.88,0.91,1,0,0,1,0,0
2217270,0,1,8,0,0,1,1,1,0,1,1,27,2,0,0,0.97,0.97,0,0,1,1,0,1
2283827,9,1,2,0,0,0,0,0,1,1,2,27,2,0,0,0.95,0.96,0,0,0,1,0,0
1861938,1,0,8,0,0,29,43,43,2,11,23,27,32,0,0,0.42,0.36,0,0,0,1,0,1
1458292,0,1,8,1,0,4,6,7,2,3,5,27,5,0,0,0.99,0.98,0,0,0,1,0,1
1705929,6,27,8,0,0,187,304,416,38,138,272,27,426,0,19,0.79,0.66,0,0,0,1,0,1
1885821,2,0,8,0,0,24,37,50,2,13,23,27,44,0,0,0.97,0.94,0,0,0,1,0,1
2091815,32,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0.48,0.36,0,0,0,1,0,0
2974075,31,0,8,0,0,0,0,0,0,0,1,27,2,0,0,0.79,0.87,0,0,0,1,0,0
2792353,8,0,8,0,0,0,0,2,1,3,8,27,19,0,0,0.9,0.94,0,0,0,1,0,0
3228339,34,11,14,0,0,0,0,0,6,20,40,27,57,0,0,0.65,0.71,0,0,0,1,0,0
1755792,12,0,2,0,0,100,100,200,14,61,93,27,109,0,0,0.67,0.79,0,0,0,1,0,1
1103884,340,2,8,0,0,0,0,0,1,19,30,27,40,0,0,0.94,0.88,0,0,0,1,0,0
2907405,0,0,8,0,0,10,17,25,2,3,6,27,11,0,0,0.82,0.81,0,0,0,1,0,1
3196705,1,0,8,0,0,0,1,1,0,0,1,27,1,0,0,0.82,0.81,0,0,0,1,0,0
1148736,4081,22,12,0,0,0,0,0,23,67,134,27,222,0,0,0.82,0.79,0,0,0,1,0,0
1761584,60,141,8,1,0,611,851,1139,132,350,642,27,955,0,48,0.61,0.57,0,0,1,1,0,1
1953464,5,0,8,0,0,5,5,9,1,3,5,27,8,0,0,0.99,0.99,0,0,0,1,0,1
1400478,14,2,8,0,0,0,0,0,0,0,7,27,11,0,0,0.42,0.36,0,0,0,1,0,1
1549514,2,13,8,0,0,10,16,22,3,6,8,27,22,0,0,0.73,0.73,0,0,0,1,0,1
1830635,0,1,8,0,0,0,0,0,0,4,4,27,4,0,0,0.96,0.97,0,0,0,1,0,1
1595214,112,0,2,0,0,0,0,0,0,0,2,27,2,0,0,0,0.01,1,0,0,1,0,0
3187094,505,89,12,506,0,0,1000,1500,110,475,1515,27,2705,0,0,0.94,0.87,0,0,0,1,0,0
3249988,0,1,2,0,0,16,32,48,6,16,39,27,62,0,0,0.99,0.99,0,0,0,1,0,1
2143281,4,0,2,0,0,0,0,0,0,0,0,27,1,0,0,0.37,0.36,0,0,0,1,0,0
1845165,0,0,8,0,0,2,3,5,3,4,5,27,5,0,0,0.71,0.75,0,0,0,1,0,1
2048953,0,0,2,0,0,1,1,1,1,2,2,27,2,0,0,0.8,0.82,1,0,0,1,0,1
1812394,0,0,2,0,0,4,4,6,3,5,8,27,13,0,0,0.99,0.82,0,0,0,1,0,1
2901547,0,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.88,0.91,0,0,0,1,0,0
1997537,7,13,8,0,0,84,162,266,8,39,65,27,102,0,0,0.93,0.96,0,0,0,1,0,1
2233152,1,1,9,0,0,0,0,0,0,0,0,27,0,0,0,0.7,0.66,1,0,1,1,0,0
1236290,0,0,2,0,0,500,500,500,0,0,0,27,0,0,0,0.64,0.8,0,0,1,1,0,1
1791335,10,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.58,0.58,1,0,0,1,0,0
2914553,1,0,4,0,0,23,43,67,5,22,40,27,49,1,5,0.79,0.87,0,0,1,1,0,1
1278091,60,5,NA,0,0,0,0,0,0,37,74,27,101,0,0,-99,-99,1,0,0,1,0,0
1221362,11,0,8,0,0,15,15,30,8,20,32,27,44,0,0,0.98,0.98,0,0,0,1,0,0
2997103,272,30,12,0,0,0,0,0,2,13,26,27,48,0,0,0.65,0.77,0,0,0,1,0,0
1990427,49,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.91,0.9,0,0,0,1,0,0
2193735,211,11,8,0,0,0,0,0,9,26,53,27,78,0,0,0.01,0.22,1,0,0,1,0,0
3053720,15,1,8,10,0,0,10,30,3,10,33,27,54,0,0,0.99,0.94,0,0,0,1,0,0
1761721,2,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,1,1,0,0
1262983,0,0,8,0,0,4770,5568,6012,0,0,0,27,0,0,0,0.97,0.8,0,0,0,1,0,1
1297284,12,0,10,0,0,0,0,4,1,4,9,27,13,0,0,0.89,0.9,0,0,0,1,0,1
1286162,4496,55,8,0,0,0,0,0,86,190,325,27,502,0,0,-99,-99,0,0,0,1,0,0
1469186,0,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1843907,115,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1360297,31,5,2,0,0,105,155,195,18,40,93,27,108,0,0,0,0,1,0,0,1,0,1
1485845,55,0,NA,0,0,0,0,0,1,1,1,27,1,0,0,-99,-99,0,0,0,1,0,0
2178558,101,47,8,32,0,281,436,597,71,205,386,27,571,0,0,0.9,0.85,0,0,0,1,0,0
2902709,-4,0,8,0,4,86,108,141,44,49,112,27,151,0,8,0.35,0.36,0,0,0,1,0,1
2239637,130,4,2,0,0,0,0,0,6,11,26,27,39,0,0,0.85,0.84,0,0,0,1,0,0
1593278,15,11,8,14,0,0,24,48,5,19,42,27,58,0,0,0.86,0.91,0,0,0,1,0,0
1637547,60,0,8,0,0,0,0,0,0,0,6,27,7,0,0,0.94,0.97,0,0,1,1,0,0
1103900,0,0,12,0,0,3,4,5,1,3,5,27,5,0,0,0.82,0.79,1,0,0,0,0,1
1593211,249,124,8,87,0,480,1008,1536,150,473,984,27,1464,0,0,0.97,0.93,0,0,0,1,0,0
1619793,83,11,4,2,0,0,25,50,7,21,55,27,88,0,0,0.73,0.78,0,0,0,1,0,0
1383351,5,1,NA,0,0,0,0,0,0,2,2,27,4,0,0,-99,-99,1,0,0,1,0,0
2291442,64,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.35,0.72,1,0,0,1,0,0
2058120,18,1,2,0,0,20,20,20,3,8,11,27,16,0,0,0.82,0.91,1,0,0,0,0,0
1210969,5,0,2,0,0,0,0,0,0,2,4,27,4,0,0,0.64,0.69,0,0,0,1,0,1
1674439,2,13,13,0,0,9,18,18,3,7,16,27,18,0,0,0.97,0.97,0,0,0,1,0,1
1920423,0,0,8,0,0,14,20,26,2,15,28,27,39,0,0,0.61,0.57,0,0,0,1,0,1
1835655,31,1,2,0,0,0,0,0,0,1,10,27,13,0,0,0.91,0.68,0,0,0,1,0,1
1869551,7,2,2,0,0,0,45,45,1,5,8,27,9,0,0,0.92,0.96,1,0,0,1,0,1
3004220,21,0,8,0,0,0,0,0,1,2,3,27,6,0,0,0.99,0.95,0,0,0,1,0,0
1460922,2,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.66,0,0,0,1,0,0
2838042,4,2,9,0,0,4,8,16,5,10,22,27,26,0,0,0.99,0.99,0,0,0,1,0,0
1536233,5,0,9,0,0,5,15,20,7,9,12,27,17,0,0,0.98,0.98,0,0,0,1,0,1
